"","Disease","IFN","Gender","Age","Ethnicity","Flare","Severity","SLEDAI","Years_of_disease","disease_status","Steroids","Affected_Renal","BILAG_severity","SLEDAI_class"
"MEviolet",0.011322770341446,-0.594822784080438,-0.311376184389764,0.156334336115254,-0.417028828114149,-0.409461512426663,-0.0808979057445009,-0.261039505155806,0.627620556566792,-0.392792202424786,-0.463942180598806,-0.347182537414707,-0.179284291400159,-0.180555681692001
"MEdarkmagenta",0.328360339901933,-0.0990689014091301,-0.0283069258536149,-0.0331151549406697,0.029787773436725,-0.314970394174356,0.297034229678041,-0.0111080640491832,0.644357104741907,0.0327326835353989,-0.371153744479045,0.154303349962092,0,0.103723476716682
"MEtan",0.396296961950609,-0.157609615878161,-0.0283069258536149,-0.0188679371173583,-0.134044980465262,-0.0944911182523068,0.448615659128596,0.18513440081972,0.669461927004578,-0.130930734141595,-0.433012701892219,-0.192879187452615,-0.0597614304667197,0.266991912289236
"MEdarkolivegreen4",0.203809866146027,-0.290247318591212,-0.226455406828919,0.144782537880137,-0.282983847648887,-0.0314970394174356,0.177730247468979,0.0277701601229581,0.811722586493051,0,-0.21650635094611,-0.115727512471569,-0.179284291400159,0.0211288563682129
"MEyellowgreen",0.260423717853257,0.0167844006519601,-0.254762332682534,0.0616095905872924,-0.0148938867183625,0,0.173235919372063,-0.168472304745946,0.778249490142822,0.0327326835353989,0,0.270030862433661,-0.418330013267038,-0.132535553582426
"MEcoral1",-0.215132636487473,0.340600520547092,0.226455406828919,-0.0223334765878935,0.223408300775437,-0.0944911182523068,-0.0992837934137057,0.124040048549213,0.133892385400916,-0.0654653670707977,-0.154647393532935,0.501485887376799,-0.537852874200477,0.203605343184597
"MEgrey60",-0.283069258536149,0.427797528812153,0.254762332682534,-0.302657113760074,0.476604374987599,0.157485197087178,-0.180181699158207,0.105526608467241,-0.267784770801831,0.0981980506061966,0.402083223185632,0.694365074829413,-0.657375735133916,0.0633865691046388
"MEplum1",0.226455406828919,0.253812887907689,0.339683110243379,-0.278783397407498,0.0893633203101749,0.0314970394174356,0.263939631873473,-0.00555403202459161,-0.418413704377862,-0.490990253030983,-0.185576872239523,0.0771516749810459,-0.597614304667197,0.0576241537314898
"MEpink",-0.407619732292055,0.308259846120144,0.339683110243379,-0.53369307846242,0.253196074212162,0.0314970394174356,-0.226759281253525,0.207350528918087,-0.24267994853916,-0.327326835353989,-0.21650635094611,0.154303349962092,-0.776898596067356,0.251625471294172
"MEskyblue1",0.294392028877595,0.252584761030716,0.339683110243379,-0.231035964702346,0.163832753901987,0.850420064270761,0.391415119713292,0.433214497918146,-0.200838578101374,0.392792202424786,0.154647393532935,0.192879187452615,-0.418330013267038,0.311170430150045
"MEgreenyellow",-0.0792593923901217,-0.0773719932492793,-0.339683110243379,-0.15979987558579,-0.268089960930525,-0.314970394174356,-0.0923380136275617,-0.188837088836115,-0.267784770801831,-0.556455620101781,-0.587660095425155,-0.501485887376799,-0.597614304667197,-0.0864362305972347
"MEplum",0.181164325463135,-0.132228327087393,0.311376184389764,-0.281863876936863,-0.17872664062035,0.220479275922049,0.317871569036473,0.261039505155806,-0.167365481751145,-0.229128784747792,-0.402083223185632,0.0771516749810459,-0.298807152333598,0.247783861045406
"MEbrown",0.101904933073014,0.148603352113695,0.226455406828919,-0.275317857936963,0.253196074212162,-0.0629940788348712,0.145452800227487,0.0425809121885357,-0.142260659488473,-0.360059518889387,0.309294787065871,0.192879187452615,-0.836660026534075,0.119089917711746
"MEgreen",-0.0679366220486757,-0.228022223491262,-0.11322770341446,0.0585291110579278,-0.17872664062035,-0.755928946018455,-0.116035379956759,-0.361012081598455,0.0502096445253434,-0.621920987172578,-0.433012701892219,-0.231455024943138,0,-0.236259030299108
"MEdarkorange",0.339683110243379,0.108484540799254,0.254762332682534,-0.0146322777644819,0.0744694335918124,0.220479275922049,0.297442804959579,0.081459136360677,-0.00836827408755723,0.0327326835353989,0.340224265772458,-0.154303349962092,-0.119522860933439,0.0307328819901279
"MEpurple",0.294392028877595,0.209600320336672,0.283069258536149,-0.00154023976468231,0.17872664062035,0.251976315339485,0.334623155579527,0.142553488631185,0.0836827408755723,0.0981980506061966,-0.123717914826348,0.347182537414707,0,0.190159707313916
"MEpalevioletred3",0.169841555121689,0.290656694216869,0.226455406828919,-0.215248507114353,-0.0595755468734499,0,0.311742939813405,0.301769073336144,0.133892385400916,-0.163663417676994,-0.154647393532935,0.192879187452615,-0.776898596067356,0.376477804379067
"MEblack",0.464233583999284,0.600554042839644,0.283069258536149,-0.0469773128228105,0.17872664062035,0.50395263067897,0.539727946911544,0.431363153909948,-0.125524111313358,0.327326835353989,0.123717914826348,0.308606699924184,-0.478091443733757,0.482122086220131
"MEblue",0.317037569560487,0.395456854385205,0.339683110243379,-0.131690499880337,0.282983847648887,0.566946709513841,0.460055767011657,0.464687346057498,-0.510464719340991,0.0654653670707977,0.185576872239523,0.115727512471569,-0.717137165600636,0.489805306717663
"MEdarkturquoise",0.498201895023622,0.16293149901171,0.0283069258536149,-0.072006208998898,0.268089960930525,-0.28347335475692,0.389372243305603,-0.198093808877101,0.225943400364045,-0.327326835353989,0.309294787065871,0.0771516749810459,-0.896421457000795,-0.0576241537314898
"MEskyblue",0.305714799219041,0.21655970597285,0.254762332682534,-0.44666953175787,0.17872664062035,0.188982236504614,0.419198238857868,0.209201872926284,-0.661093652917021,-0.229128784747792,0,0,-0.597614304667197,0.20552614830898
"MElightcyan",0.0339683110243379,0.422066270052947,0.0283069258536149,0.0369657543523754,0,0.346467433591792,0.12747548783982,0.464687346057498,0.594147460216563,0.360059518889387,-0.154647393532935,0.192879187452615,-0.179284291400159,0.610816029553792
"MEmaroon",-0.0452910813657838,-0.0708219832387583,-0.0566138517072298,-0.162880355115154,0.17872664062035,-0.188982236504614,-0.196116135138184,-0.327687889450905,0.552306089778777,-0.196396101212393,0.0927884361197613,0.270030862433661,-0.418330013267038,-0.218971784179661
"MEthistle2",-0.181164325463135,0.203869061577466,0.198148480975304,-0.134000859527361,0.1191510937469,0.692934867183583,-0.0347288989307201,0.342498641516483,-0.209206852188931,0.0981980506061966,-0.0309294787065871,0.0771516749810459,-0.358568582800318,0.307328819901279
"MEsalmon4",-0.464233583999284,-0.0704126076131007,0.0283069258536149,-0.154794096350572,-0.268089960930525,0.0314970394174356,-0.286002697076518,0.318431169409919,0.167365481751145,0,-0.21650635094611,-0.270030862433661,0.298807152333598,0.2823583532843
"MEbrown2",0.124550473755906,-0.124040814574241,0.0849207775608447,0.0477474327051516,0.104257207028537,0.125988157669742,0.18917035535204,0.144404832639382,0.502096445253434,-0.163663417676994,0.0309294787065871,0.038575837490523,-0.179284291400159,0.0921986459703836
"MElightsteelblue1",-0.339683110243379,0.0777813688749368,-0.198148480975304,0.160569995468131,0.029787773436725,0.0944911182523068,-0.304388584745723,0.135148112598396,0.368204059852518,-0.0327326835353989,-0.525801138011981,-0.308606699924184,0.119522860933439,0.240100640547874
"MEivory",0,-0.300891084858308,-0.254762332682534,0.159414815644619,-0.521286035142687,-0.346467433591792,-0.0416746787168641,-0.0981212324344518,0.803354312405494,-0.229128784747792,-0.680448531544916,-0.192879187452615,-0.0597614304667197,-0.011524830746298
"MElavenderblush3",0.0339683110243379,-0.380309956235875,-0.0283069258536149,0.0904890861750857,-0.0893633203101749,-0.0629940788348712,-0.028191694426114,0.0314728481393525,0.443518526640533,0.0981980506061966,0.0309294787065871,-0.192879187452615,0.298807152333598,-0.00192080512438299
"MEmediumpurple2",-0.169841555121689,-0.0900626376446637,-0.311376184389764,0.164035534938666,-0.0893633203101749,0.0944911182523068,-0.141775622693646,0.164769616729551,0.309626141239618,0.163663417676994,-0.123717914826348,-0.347182537414707,0.239045721866879,0.238179835423491
"MEmediumpurple3",-0.498201895023622,0.180944026540643,0.0849207775608447,-0.418560156052418,0.208514414057075,0.566946709513841,-0.330945978045686,0.396187617754202,-0.108787563138244,0.0327326835353989,-0.0618589574131742,0.0771516749810459,-0.657375735133916,0.341903312140173
"MEroyalblue",-0.464233583999284,0.101525155163075,-0.339683110243379,0.0219484166467229,0.0595755468734499,0.0314970394174356,-0.467818697360877,0.0111080640491832,0.493728171165877,-0.0981980506061966,-0.185576872239523,-0.231455024943138,-0.418330013267038,0.153664409950639
"MEsienna3",-0.452910813657838,0.266094156677415,-0.198148480975304,-0.18675407146773,0.17872664062035,0.125988157669742,-0.438809852371687,0.0351755361557469,-0.351467511677404,0.229128784747792,0.0618589574131742,-0.0771516749810459,0.179284291400159,0.0787530100997027
"MEmediumorchid",0.260423717853257,-0.0405281869400987,-0.198148480975304,0.209857667937965,-0.029787773436725,0.0314970394174356,0.226350705971987,0.0962698884262546,0.133892385400916,-0.0654653670707977,0.154647393532935,-0.192879187452615,-0.418330013267038,0.163268435572554
"MEdarkred",-0.328360339901933,0.0704126076131007,0.169841555121689,-0.391605960170477,0.223408300775437,0.409461512426663,-0.176504521624366,0.188837088836115,-0.0334730963502289,0.0981980506061966,0.123717914826348,0.462910049886276,-0.418330013267038,0.0921986459703836
"MEmidnightblue",-0.215132636487473,-0.261181649169525,-0.198148480975304,0.0866384867633799,-0.17872664062035,0,-0.290088449891897,-0.201796496893495,0.527201267516106,-0.229128784747792,-0.402083223185632,0.115727512471569,-0.418330013267038,-0.130614748458043
"MEsaddlebrown",-0.407619732292055,-0.0356156794322079,0.141534629268074,-0.277628217583986,0.148938867183625,-0.0629940788348712,-0.390597969150217,-0.081459136360677,0.652725378829464,-0.130930734141595,-0.123717914826348,0.540061724867322,-0.418330013267038,-0.0441785178608088
"MEnavajowhite2",-0.237778177170365,0.154743986498559,0.169841555121689,-0.417404976228906,0.1191510937469,-0.0314970394174356,-0.132786966499812,0.192539776852509,0.644357104741907,0.0654653670707977,0.0618589574131742,0.578637562357845,-0.537852874200477,0.220892589304044
"MEyellow",-0.634075139120974,0.154743986498559,0,-0.362341404641513,0.327665507803975,-0.157485197087178,-0.536867919940779,-0.0111080640491832,-0.175733755838702,-0.327326835353989,0.0309294787065871,0.347182537414707,-0.776898596067356,0.0480201281095748
"MEdarkolivegreen",-0.317037569560487,-0.438441295079249,-0.283069258536149,0.147092897527161,-0.208514414057075,-0.440958551844098,-0.42083253998402,-0.329539233459102,0.376572333940075,-0.327326835353989,-0.185576872239523,-0.192879187452615,0.239045721866879,-0.299645599403747
"MEdarkorange2",-0.305714799219041,0.0126906443953844,-0.0566138517072298,0.0696958493518745,-0.0595755468734499,0.0314970394174356,-0.332580279171837,-0.0148107520655776,0.527201267516106,-0.196396101212393,-0.0309294787065871,0,-0.179284291400159,0.0211288563682129
"MEcoral2",-0.600106828096636,-0.168253382145258,-0.0849207775608447,-0.229110664996494,-0.29787773436725,0.220479275922049,-0.475581627710096,0.21845859296727,-0.476991622990762,0.196396101212393,-0.247435829652697,-0.308606699924184,0.657375735133916,0.0960402562191496
"MEdarkgreen",-0.520847435706514,-0.305803592366199,-0.141534629268074,-0.0835580072340153,-0.0744694335918124,0.188982236504614,-0.486204585030081,0.0333241921475497,0.158997207663587,0.0654653670707977,-0.0927884361197613,-0.038575837490523,0.418330013267038,-0.0595449588558728
"MElightpink4",-0.452910813657838,-0.249719131651113,-0.283069258536149,-0.0770119882341155,-0.208514414057075,0.314970394174356,-0.431864072585543,0.109229296483635,0.276153044889389,0.261861468283191,-0.21650635094611,-0.192879187452615,0.418330013267038,0.00192080512438299
"MElightcoral",-0.509524665365068,-0.456453822608182,-0.339683110243379,-0.145167597821308,-0.312771621085612,-0.0629940788348712,-0.51929918283465,-0.183283056811523,-0.276153044889389,-0.130930734141595,-0.371153744479045,-0.462910049886276,0.358568582800318,-0.322695260896343
"MEorangered4",-0.634075139120974,-0.418381889422029,-0.339683110243379,-0.0142472178233114,-0.104257207028537,-0.0944911182523068,-0.564242463803817,-0.0111080640491832,0.284521318976946,0,-0.247435829652697,-0.270030862433661,0.239045721866879,-0.0691489844777877
"MEantiquewhite4",-0.328360339901933,-0.287791064837266,-0.339683110243379,-0.0335002148818402,-0.431922714832512,-0.0629940788348712,-0.221447802593533,0.242526065073834,-0.0251048222626717,0.196396101212393,-0.340224265772458,-0.540061724867322,0.776898596067356,0.174793266318852
"MEskyblue3",-0.362328650926271,-0.237028487255729,-0.283069258536149,-0.110127143174785,-0.431922714832512,0.28347335475692,-0.362814850005641,0.0703510723114937,0.359835785764961,0.0327326835353989,-0.402083223185632,-0.540061724867322,0.298807152333598,-0.00384161024876598
"MEmagenta",-0.452910813657838,-0.235390984753098,-0.339683110243379,-0.174432153350272,-0.387241054677425,0.125988157669742,-0.416746787168641,-0.0444322561967329,0.0836827408755723,-0.130930734141595,-0.649519052838329,-0.540061724867322,0.179284291400159,-0.121010722836129
"MEred",-0.260423717853257,0.0405281869400987,-0.311376184389764,-0.0477474327051516,-0.431922714832512,0.188982236504614,-0.22389925428276,0.174026336770537,0.485359897078319,0,-0.525801138011981,-0.578637562357845,0,0.18631809706515
"MElightyellow",-0.249100947511811,0.448675685720688,0.311376184389764,-0.217558866761376,0.0595755468734499,0.472455591261534,-0.135646993470577,0.249931441106622,0.317994415327175,0.29459415181859,0,0.231455024943138,-0.298807152333598,0.220892589304044
"MEturquoise",-0.464233583999284,0.158837742755134,0.226455406828919,-0.31998481111275,0.104257207028537,0.125988157669742,-0.398769474780974,0.00370268801639441,0.468623348903205,0.0327326835353989,-0.0309294787065871,0.424334212395753,-0.418330013267038,-0.0345744922388939
"MEyellow4",-0.0792593923901217,0.194862797813,0.254762332682534,-0.0673854897048511,-0.104257207028537,0.220479275922049,-0.00817150563075767,0.212904560942678,0.719671571529922,0.130930734141595,-0.185576872239523,0.270030862433661,-0.239045721866879,0.215130173930895
"MElightcyan1",-0.101904933073014,-0.0483063238275923,-0.339683110243379,0.29341567517198,-0.0148938867183625,-0.0629940788348712,-0.0621034427937583,0.153661552680368,-0.0167365481751145,0.130930734141595,-0.185576872239523,-0.578637562357845,0.836660026534075,0.22473419955281
"MEskyblue2",-0.362328650926271,-0.308669221745802,-0.283069258536149,-0.418560156052418,-0.312771621085612,0.220479275922049,-0.338300333113367,-0.0759051043360853,0.0836827408755723,-0.196396101212393,-0.185576872239523,-0.308606699924184,-0.478091443733757,-0.194001317562682
"MEwhite",0.147196014438797,0.104800160168336,-0.0283069258536149,-0.298036394466027,0.208514414057075,0.661437827766148,0.151990004732093,0.153661552680368,0.117155837225801,0.261861468283191,0.21650635094611,0.154303349962092,-0.537852874200477,0.0518617383583408
"MEgrey",0.509524665365068,-0.0593594657203465,0.283069258536149,0.0592992309402689,0.0446816601550874,0.188982236504614,0.533599317688476,0.307323105360736,0.619252282479235,0.0327326835353989,-0.0618589574131742,0.038575837490523,0.0597614304667197,0.403369076120428
