Number,gene_id,gene_symbol,posColors,negColors,K1,K2,DiffK,ttest,gene,baseMean,log2FoldChange,lfcMLE,lfcSE,stat,pvalue,padj
5,AACS,AACS,grey,turquoise,0.06950565,0.042348166,0.027157485,0.573548632,AACS,106.82293880811,-0.0847864887805299,-0.123443015480723,0.191933011880754,-0.441750420887508,0.658669819129869,0.903067456311447
8,AAK1,AAK1,grey,blue,0.097624898,0.110972425,-0.013347527,1.10926616,AAK1,204.686450421551,-0.05421295526978,-0.0581544195046224,0.104035086801252,-0.521102610058357,0.602295292821112,0.882269321611597
9,AAMDC,AAMDC,grey,grey,0.069388963,0.028414666,0.040974297,1.499128518,AAMDC,79.7366878618125,-0.20190551237566,-0.216692671629568,0.104363135657363,-1.93464398232092,0.0530339988679399,0.316458954618279
12,AARS,AARS,grey,turquoise,0.118044391,0.078314963,0.039729428,-1.569140516,AARS,291.075263592453,0.20767520328556,0.236579323938116,0.135571837655494,1.53184619222533,0.125560394189645,0.487264983406225
13,AARS2,AARS2,green,turquoise,0.088158775,0.167485075,-0.0793263,0.531957794,AARS2,141.705058532428,-0.0632974013848017,-0.0717110868701307,0.133209229419178,-0.47517279141087,0.634663818709916,0.894913245902638
15,AASDH,AASDH,grey,yellow,0.102277221,0.04642554,0.05585168,-0.628772985,AASDH,138.680028847086,0.0722875031536026,0.0971564243451876,0.180665871148551,0.400117092918811,0.689070275147944,0.911835363243511
17,AATBC,AATBC,grey,yellow,0.198875504,0.074091327,0.124784177,1.256301831,AATBC,221.070179753467,-0.196042077899575,-0.240681466042727,0.160837380626758,-1.21888380136278,0.222888298673132,0.628439102309378
18,AATF,AATF,grey,brown,0.187429584,0.298643025,-0.111213441,-1.921144109,AATF,1235.4657810091,0.131468544965481,0.135368364704645,0.0692398906902866,1.89873992657709,0.0575986791841088,0.329914983351988
28,ABCB7,ABCB7,grey,black,0.086893452,0.09184022,-0.004946768,2.773632015,ABCB7,371.674545428761,-0.272503377629741,-0.290019278385717,0.0985850400200447,-2.76414532645455,0.0057072114439661,0.0723989626909447
36,ABCC6P2,ABCC6P2,grey,blue,0.084838691,0.071644828,0.013193862,2.734152756,ABCC6P2,13.1313106896129,-0.447591849830921,-0.602844031535899,0.18089519608823,-2.47431584425609,0.0133491622471876,0.133628434460201
38,ABCD1,ABCD1,green,turquoise,0.105039166,0.122513308,-0.017474143,-3.50615815,ABCD1,473.228047177073,0.28953052170748,0.307059379075398,0.0960491607577323,3.01439928702523,0.00257488684036372,0.0400441946724723
50,ABHD13,ABHD13,grey,brown,0.147884108,0.156185936,-0.008301829,0.872361197,ABHD13,777.646381375117,-0.0966895920432745,-0.104875057255217,0.111024853486371,-0.870882410622987,0.383818361748022,0.766203879989949
51,ABHD14A,ABHD14A,grey,magenta,0.096250932,0.019594888,0.076656044,0.126824422,ABHD14A,84.9376463372967,-0.0249880207365348,-0.0283195536149191,0.13340350891191,-0.187311570290367,0.851416351759248,0.962974565645594
60,ABHD17AP4,ABHD17AP4,grey,turquoise,0.090159834,0.058664856,0.031494978,-0.781561487,ABHD17AP4,34.1399524868343,0.063795368462326,0.0683695347031952,0.103506153735094,0.616343726051298,0.537667685507116,0.856991918711785
63,ABHD17B,ABHD17B,grey,yellow,0.084221295,0.114331793,-0.030110498,-1.277715189,ABHD17B,152.511489529648,0.230229315335572,0.270030695414266,0.146765857206583,1.56868443190781,0.116721487893606,0.471932266386419
64,ABHD18,ABHD18,grey,red,0.093058327,0.046249312,0.046809015,1.072001283,ABHD18,198.578305065456,-0.0666657059895981,-0.072255668522459,0.110587549552738,-0.602831930531254,0.546620502701356,0.862258533106485
65,ABHD2,ABHD2,grey,turquoise,0.128804144,0.105298522,0.023505622,1.253498913,ABHD2,945.785875331248,-0.140744553976996,-0.149365121578832,0.0965224435893892,-1.45815365570032,0.144798194684638,0.518236888647353
66,ABHD3,ABHD3,grey,grey60,0.143498929,0.361536147,-0.218037218,-0.863273783,ABHD3,1249.14559471872,0.0862256915684218,0.0914592462412326,0.0961474500556271,0.896806847384252,0.369821993521995,0.755918619513988
74,ABL1,ABL1,grey,blue,0.074654304,0.045407091,0.029247213,-1.456274079,ABL1,131.062289352083,0.231586437943388,0.273759075648835,0.149467946409409,1.54940536420463,0.121284305084069,0.480308351214789
78,ABTB1,ABTB1,grey,turquoise,0.137964367,0.089152896,0.048811471,2.988936191,ABTB1,1846.97788881564,-0.265093532651333,-0.276149269233865,0.0811386317250507,-3.2671678954316,0.00108629236050099,0.020803147087464
82,AC000068.9,AC000068.9,grey,pink,0.064907047,0.053491226,0.011415821,0.515936069,AC000068.9,6.04695809802452,-0.0873896873287218,-0.173407208375116,0.206955609616756,-0.422262955280853,0.672833094278932,0.90760006122016
85,AC002044.3,AC002044.3,grey,green,0.056335076,0.056935593,-0.000600516,1.09517653,AC002044.3,5.9987535348292,-0.156657494563207,-0.213553528163094,0.18293454272682,-0.856358193636221,0.391799681606084,0.77132969321476
91,AC002310.12,AC002310.12,grey,grey,0.075128937,0.038833712,0.036295226,1.176450741,AC002310.12,21.1321351950065,-0.193859801777871,-0.243512182569396,0.166629492133319,-1.16341830786332,0.244659825095135,0.648574145935506
92,AC002398.13,AC002398.13,grey,purple,0.117685854,0.01675754,0.100928314,0.945228054,AC002398.13,6.47184589586422,-0.115556651779108,-0.158355751859476,0.183798881740928,-0.628712485541613,0.529537302606626,0.853109343056098
94,AC002451.3,AC002451.3,grey,blue,0.086664554,0.023524299,0.063140255,0.156871443,AC002451.3,13.2090523801204,-0.0508619921656587,-0.102818930221606,0.206953279411354,-0.245765577188859,0.805863705312936,0.950605932058215
99,AC003991.3,AC003991.3,grey,green,0.088680099,0.04892954,0.039750558,1.537050846,AC003991.3,36.8700596900455,-0.118803699622446,-0.126421295118813,0.0985322255458161,-1.20573445859298,0.227919893997467,0.634189518467215
100,AC004057.1,AC004057.1,grey,black,0.121268572,0.318585169,-0.197316598,-0.258483355,AC004057.1,134.946400402651,-0.021314405862959,-0.0223184323081431,0.0858403829127491,-0.248302781741126,0.803900146873327,0.950055500594753
101,AC004069.2,AC004069.2,green,turquoise,0.121051056,0.052487028,0.068564028,1.851686683,AC004069.2,103.610948078872,-0.120934754050073,-0.124784760945931,0.0715675760328885,-1.68979810067198,0.0910665873191186,0.420640903331167
107,AC004540.5,AC004540.5,grey,grey,0.079297654,0.042296097,0.037001558,0.310853609,AC004540.5,5.73196753117719,-0.0230037047283396,-0.076194773066193,0.190127729606422,-0.120990792747375,0.903698327941357,0.978282913858628
111,AC004813.1,AC004813.1,grey,blue,0.133344828,0.104017781,0.029327047,-0.655610517,AC004813.1,30.5325599519406,0.0357203889122849,0.0385153314636364,0.107544249232565,0.332145969377119,0.739779040009901,0.929900200959181
113,AC004893.11,AC004893.11,grey,yellow,0.126224967,0.053865801,0.072359167,0.072210284,AC004893.11,37.5288146739096,0.143706918174712,0.159768824524805,0.124575754733141,1.1535705200627,0.248676290315196,0.652099086448309
114,AC004951.5,AC004951.5,grey,green,0.150234832,0.068535052,0.08169978,-0.798214694,AC004951.5,9.70373306977976,-0.00935291982204725,-0.0113207640287461,0.156751073170429,-0.0596673415554752,0.952420583036178,0.989361408204308
115,AC004951.6,AC004951.6,grey,green,0.148412581,0.087752052,0.06066053,1.297642503,AC004951.6,148.857844671699,-0.217044026482135,-0.248782957463065,0.138059804781455,-1.5721015021404,0.11592701320199,0.471044655809167
118,AC004980.10,AC004980.10,grey,grey,0.090617706,0.026753859,0.063863847,0.572366654,AC004980.10,9.62328007732239,-0.0966675041213927,-0.126123786114299,0.175035146956638,-0.552274819098705,0.580760080118395,0.874431555185122
136,AC005189.6,AC005189.6,green,blue,0.108093599,0.029993671,0.078099928,0.133281965,AC005189.6,11.3853690301102,-0.0334380315884439,-0.0402166175992333,0.155053744544585,-0.215654460243164,0.829257101336859,0.956014202849038
148,AC005363.9,AC005363.9,grey,grey,0.063921836,0.027373024,0.036548812,0.12434111,AC005363.9,5.32876258541472,-0.0210767625326614,-0.0529267832443045,0.202637446528181,-0.104012179850135,0.917159682876742,0.982318118524213
154,AC005593.2,AC005593.2,grey,grey,0.064822743,0.018872551,0.045950192,-0.406090103,AC005593.2,9.06511622437486,0.0896513787084918,0.226625142087068,0.202342650177902,0.443067137005813,0.657717174486394,0.902651465774793
164,AC005822.1,AC005822.1,grey,blue,0.092935964,0.033190497,0.059745467,1.178711194,AC005822.1,21.5401587471578,-0.16264415112608,-0.190046019036997,0.145268519687438,-1.11961043917862,0.262879805085241,0.667763267725607
166,AC005932.1,AC005932.1,grey,grey,0.058072601,0.019486699,0.038585902,1.651956798,AC005932.1,11.8427348788727,-0.249729661831207,-0.39906680633046,0.200262614366175,-1.24701089427797,0.212393503004253,0.613433489556362
171,AC006026.1,AC006026.1,grey,lightcyan,0.095342097,0.0469989,0.048343196,-0.342538963,AC006026.1,12.2903696985029,0.0096404079845256,0.0113647873827441,0.148675580566398,0.0648419057642103,0.948299875660878,0.988517686937431
176,AC006128.2,AC006128.2,grey,turquoise,0.069921326,0.039320463,0.030600863,0.504884094,AC006128.2,50.0638168896023,-0.0996424534399055,-0.128150988554635,0.172130755298412,-0.578876524809071,0.562672491135483,0.868414561334626
179,AC006273.4,AC006273.4,grey,green,0.105808926,0.061198182,0.044610744,-1.206539831,AC006273.4,13.1523989854768,0.12064943391968,0.133663718153245,0.122749272464914,0.982893270949253,0.325659969998756,0.721670244854325
184,AC006483.5,AC006483.5,green,black,0.321247431,0.179689869,0.141557562,-3.005959462,AC006483.5,224.718054384245,0.122575696165167,0.125998738192053,0.0673172803021201,1.82086524611582,0.0686273432587426,0.364071671755658
186,AC006509.7,AC006509.7,green,grey,0.099176706,0.021318031,0.077858675,0.031223471,AC006509.7,8.04665123543632,-0.0468452319157412,-0.0559621316330764,0.152971126739915,-0.306235777392085,0.759425133667508,0.935426217922264
195,AC007000.10,AC007000.10,grey,grey,0.070379922,0.032071464,0.038308458,0.508422594,AC007000.10,3.39337303577534,-0.0641950702179949,-0.239241303641428,0.183415541309244,-0.349997986865029,0.726340208468224,0.926113583127429
199,AC007036.6,AC007036.6,grey,grey,0.111778504,0.043827592,0.067950912,-2.269225038,AC007036.6,5.58261118839864,0.295583660893058,1.41599798503935,0.169468517815116,1.74418036284196,0.0811276443977826,0.397269867523715
207,AC007228.9,AC007228.9,grey,turquoise,0.081748502,0.023924414,0.057824088,1.222524957,AC007228.9,16.4175524069965,-0.17940578559755,-0.21090511916377,0.147457532404921,-1.21666070679183,0.223733334960873,0.629103668311536
210,AC007283.4,AC007283.4,grey,grey,0.125525737,0.032227491,0.093298246,-0.647961087,AC007283.4,4.63499048814462,0.0558927065039023,0.164040447013808,0.196080110138361,0.285050362652604,0.775605557879932,0.941173460017382
218,AC007365.3,AC007365.3,grey,grey,0.12108227,0.027451012,0.093631258,0.367001852,AC007365.3,9.95267739754203,-0.0606780573446787,-0.13184184339745,0.206314206679723,-0.294105085254133,0.768677605175027,0.939447430463645
225,AC007879.5,AC007879.5,grey,grey,0.096020213,0.020636765,0.075383448,2.099354011,AC007879.5,17.9602201970133,-0.197167849029889,-0.245562282025418,0.164482227265335,-1.19871825854977,0.230637515959636,0.63564760081118
233,AC008074.3,AC008074.3,grey,grey60,0.113490423,0.058983035,0.054507388,-2.276841861,AC008074.3,7.36534118375709,0.297976774616048,0.342607130334353,0.139342319319001,2.13845137695663,0.0324801264421552,0.238932288166189
235,AC008427.2,AC008427.2,grey,blue,0.068903234,0.035150199,0.033753035,2.583314084,AC008427.2,23.2496401162029,-0.235153073110458,-0.250927134800615,0.100496366254973,-2.33991617680824,0.0192880683707178,0.169941979666802
243,AC008810.1,AC008810.1,grey,lightcyan,0.10675513,0.04787836,0.05887677,0.570179114,AC008810.1,15.4298141219062,-0.117147748782977,-0.133014578660735,0.134145781410277,-0.873286864122009,0.38250673858665,0.765843087257807
247,AC008984.2,AC008984.2,grey,red,0.078236573,0.026907951,0.051328623,-2.874703633,AC008984.2,27.9598929937081,0.558460550826635,0.671269411141924,0.154780550472934,3.6080796270607,0.000308471825293775,0.00784534136158742
265,AC009302.2,AC009302.2,grey,turquoise,0.107123109,0.038681953,0.068441155,-2.334130233,AC009302.2,57.0077798002256,0.133905357258062,0.14176308530632,0.0947435541344094,1.41334530334481,0.15755421956625,0.536018474560218
266,AC009303.2,AC009303.2,grey,greenyellow,0.076230464,0.170800805,-0.094570341,-0.721500403,AC009303.2,125.039870881095,0.106963941785789,0.127205476168465,0.151448734518408,0.706271611485718,0.480019244103087,0.824897033531346
267,AC009403.2,AC009403.2,grey,blue,0.104695092,0.095790301,0.008904791,2.633479787,AC009403.2,48.7366646950726,-0.280729743321289,-0.321962729893623,0.138159187634304,-2.03192960329469,0.0421607831194189,0.276324051525921
272,AC009506.1,AC009506.1,grey,blue,0.083516743,0.092578821,-0.009062077,3.043538779,AC009506.1,49.3580796196643,-0.496647211954175,-0.633458559004373,0.17009112601993,-2.91988902405162,0.00350156053754329,0.0506064067986593
276,AC009948.5,AC009948.5,green,blue,0.14304827,0.044595046,0.098453224,-4.204652469,AC009948.5,92.9820473966581,0.587072104874162,0.695367138667506,0.150187167397824,3.90893652930475,9.27033138469356e-05,0.00286843859091668
283,AC009967.3,AC009967.3,grey,grey,0.185220286,0.044712489,0.140507797,-1.816363837,AC009967.3,11.768793378597,0.202667954687318,0.22654886945682,0.127219023875841,1.59306327397317,0.111145997209509,0.463126827533328
287,AC010226.4,AC010226.4,grey,grey60,0.075916505,0.034012597,0.041903908,2.520138209,AC010226.4,13.3372232104737,-0.431597369299153,-0.66250475437693,0.197021898518883,-2.19060608259131,0.0284803106076239,0.220228727371893
292,AC010522.1,AC010522.1,grey,grey,0.09231136,0.030296386,0.062014975,0.014271916,AC010522.1,7.24380736398777,-0.0016306276025852,-0.00187042360923473,0.138608026081059,-0.0117643086673177,0.99061365625636,0.998127732207285
300,AC010878.3,AC010878.3,grey,blue,0.107195429,0.244531745,-0.137336317,1.158406471,AC010878.3,22.2260006721015,-0.116838681652465,-0.126061109286853,0.107598357277228,-1.08587793168096,0.277533001629415,0.6820587731536
320,AC012354.8,AC012354.8,grey,black,0.06936178,0.069896018,-0.000534239,-2.251638315,AC012354.8,18.4362277284721,0.180289826753876,0.196838478389233,0.115107229811736,1.56627717519351,0.117283742087378,0.473196448294111
322,AC012358.8,AC012358.8,grey,green,0.116775208,0.083373856,0.033401352,-1.769179954,AC012358.8,27.3547315252347,0.194948580735061,0.222037341850088,0.135537545149602,1.43833637033844,0.150338637069357,0.525460184429182
345,AC016734.2,AC016734.2,green,blue,0.155101377,0.079737582,0.075363795,-3.106796647,AC016734.2,639.729546648588,0.195841056309793,0.200879819626857,0.0647392722739607,3.02507348987554,0.0024857272045927,0.0390360247377868
354,AC017081.1,AC017081.1,grey,green,0.145900351,0.072564619,0.073335733,-0.363028254,AC017081.1,41.6265630612898,0.00778594724789429,0.00822213727779428,0.0928519481048755,0.083853353718547,0.933173027218725,0.985711550406338
357,AC017116.11,AC017116.11,grey,grey,0.130001338,0.01830668,0.111694658,1.165829818,AC017116.11,3.09631936478177,-0.162271777798838,-0.293935430740973,0.205901242635321,-0.78810489787205,0.430635350523234,0.795551240971952
358,AC018462.2,AC018462.2,grey,grey,0.089682958,0.018397625,0.071285332,0.818599683,AC018462.2,24.6853305860611,-0.0954972410917441,-0.144929657610039,0.196199879066032,-0.48673445440608,0.626446525324748,0.892261715089943
366,AC019050.1,AC019050.1,grey,grey,0.098079604,0.015377051,0.082702553,1.266936398,AC019050.1,5.09654452365834,-0.171978645428544,-0.206496761381811,0.154374607947856,-1.11403454049019,0.265264368933762,0.669678668592942
372,AC022182.3,AC022182.3,grey,purple,0.08890826,0.02654842,0.06235984,-0.114481671,AC022182.3,18.8813837837027,-0.00177404765238251,-0.00199503051624149,0.130004012154766,-0.0136460992470798,0.989112326006515,0.997868496462165
380,AC025171.1,AC025171.1,grey,blue,0.072335131,0.039431358,0.032903773,0.759233764,AC025171.1,39.8114999933397,-0.0335842450108378,-0.0408950217569516,0.158567628982658,-0.211797611065438,0.832264932338811,0.956858875344229
387,AC027612.6,AC027612.6,grey,turquoise,0.101983283,0.308216992,-0.206233709,0.318076785,AC027612.6,99.4137386817449,-0.0562696535038492,-0.0589207915980897,0.0858099727969246,-0.655747247898741,0.51198676316944,0.844537209989612
389,AC034220.3,AC034220.3,grey,blue,0.091675368,0.057006432,0.034668936,-1.61832437,AC034220.3,7.5930098257269,0.320712270908054,0.492622000519213,0.197388747666493,1.62477484000216,0.104210543920454,0.448663495989566
394,AC061992.2,AC061992.2,grey,lightgreen,0.070223175,0.021000018,0.049223157,1.800320749,AC061992.2,12.7638873652388,-0.297256357838272,-0.385169891080421,0.173657483972511,-1.71173940240506,0.0869447038082935,0.410140646442425
401,AC068657.2,AC068657.2,grey,grey,0.074728888,0.033653936,0.041074952,1.131322612,AC068657.2,8.5870113789206,-0.198138442461536,-0.241924608931599,0.159180625355053,-1.24473969127579,0.213227451021077,0.614353762404853
403,AC068831.6,AC068831.6,grey,blue,0.080104442,0.047446084,0.032658357,-0.312262501,AC068831.6,12.4049583726378,-0.0891798380495624,-0.0996133846185761,0.126776929636571,-0.703439011381745,0.481782202012306,0.826192186182741
404,AC069257.8,AC069257.8,grey,grey,0.101667619,0.034170986,0.067496633,-0.314912461,AC069257.8,5.38507221890601,0.0343851053047686,0.230292480140491,0.14734827171693,0.233359406962205,0.815482331594821,0.953337269902432
416,AC073264.10,AC073264.10,grey,turquoise,0.071919144,0.086441259,-0.014522115,1.246127297,AC073264.10,4.20179774031993,-0.20482143723417,-0.263300678309119,0.171924064917725,-1.19134826955254,0.233516891885984,0.638066043341795
418,AC073333.1,AC073333.1,green,blue,0.194063502,0.069803903,0.124259599,-0.379968152,AC073333.1,39.6793382362611,0.0123808841284183,0.0131690676511419,0.0982420519515079,0.126024282702579,0.899712702999694,0.976694537328963
426,AC074011.2,AC074011.2,grey,turquoise,0.134898878,0.042026407,0.092872471,2.462128889,AC074011.2,13.9486090138072,-0.326647167835767,-0.442189096998496,0.181631430842614,-1.79840662114704,0.0721125942872644,0.374559552847779
431,AC074289.1,AC074289.1,grey,grey,0.097372742,0.036196152,0.06117659,1.250216868,AC074289.1,265.380818911142,-0.173906901265833,-0.191825778036202,0.12042398333998,-1.44412181396509,0.148704712969362,0.523327166550127
435,AC079305.10,AC079305.10,grey,grey,0.093821886,0.033081603,0.060740283,0.870838008,AC079305.10,9.29724304499024,-0.452058906104355,-0.675451722727837,0.194446070684514,-2.32485493027943,0.0200797186247787,0.174049265137057
436,AC079325.6,AC079325.6,grey,midnightblue,0.07354797,0.046256405,0.027291565,-1.852792053,AC079325.6,245.371399905617,0.377850870668053,0.521699787198944,0.185067571651836,2.04169140652527,0.0411821517321537,0.272698694126681
447,AC083884.8,AC083884.8,grey,brown,0.16933412,0.143670572,0.025663548,0.920404172,AC083884.8,13.5922739091864,0.373420682782209,0.509484213379048,0.183221226302283,2.03808636323682,0.041541296688591,0.273899381106723
450,AC084117.3,AC084117.3,grey,grey,0.071225287,0.013407535,0.057817752,-1.355691966,AC084117.3,6.89346587524729,0.295659231320679,0.375562665821358,0.169345112957406,1.74589762974172,0.0808287418349138,0.396505458079405
466,AC092106.1,AC092106.1,grey,grey,0.087196901,0.036892705,0.050304196,-0.427076979,AC092106.1,9.37786889264533,0.0345762924603184,0.0405491876105857,0.146701155267798,0.235692025718547,0.813671658152784,0.953102140931837
472,AC092610.12,AC092610.12,grey,brown,0.081577434,0.116884526,-0.035307092,1.579821239,AC092610.12,5.56727104705169,-0.275623992626958,-0.364920047989736,0.177861157699021,-1.54965815016999,0.121223587857168,0.480174344683998
474,AC092620.3,AC092620.3,grey,grey,0.104343898,0.017235004,0.087108894,2.825384005,AC092620.3,7.12799818108922,-0.607073030223938,-1.53878751432023,0.20349014095706,-2.98330438697785,0.00285154248126388,0.0433131234135165
475,AC092651.1,AC092651.1,grey,tan,0.075754706,0.055145393,0.020609313,-0.111789854,AC092651.1,8.99031379903131,-0.0414817023151639,-0.0519843502148417,0.166082923740733,-0.249765005220643,0.802769083948369,0.949535214945558
483,AC093495.4,AC093495.4,grey,blue,0.119463453,0.06143369,0.058029763,1.439763409,AC093495.4,17.9785316336595,-0.190958409289336,-0.334412546928521,0.204801381725385,-0.932407817176689,0.351125806417449,0.740417461358534
490,AC093724.2,AC093724.2,grey,blue,0.209859914,0.065211121,0.144648793,1.442549236,AC093724.2,22.490398455178,-0.189133000993348,-0.212154151713306,0.128699115547275,-1.46957498650311,0.141676898953495,0.513855952639155
496,AC096775.2,AC096775.2,grey,lightgreen,0.112718383,0.027343907,0.085374476,-1.512047067,AC096775.2,5.35340172653701,0.232191196439918,0.767933851243347,0.190072615565118,1.22159205180386,0.221861935831788,0.626942786309155
501,AC097523.3,AC097523.3,grey,grey,0.080388366,0.027913454,0.052474912,-1.966729782,AC097523.3,7.05278739461688,0.322179139832827,0.408083923361409,0.168667455161991,1.91014407327959,0.0561146656692329,0.32498510206383
502,AC097533.1,AC097533.1,grey,blue,0.140682504,0.117048032,0.023634472,-0.325732475,AC097533.1,9.41892250691702,0.056529750905666,0.0693340637993103,0.160583352334667,0.35202746787758,0.72481766292893,0.9252661051835
517,AC104843.3,AC104843.3,green,red,0.125074068,0.058577499,0.066496568,0.625271888,AC104843.3,8.17354821341885,-0.124635665440904,-0.146081040889164,0.146364964737356,-0.851540296303533,0.394469288748281,0.773442010316269
525,AC107982.4,AC107982.4,green,black,0.134673783,0.042029389,0.092644394,1.053828694,AC107982.4,108.480823757993,-0.168583739452982,-0.22755721659111,0.18130068214275,-0.929857171305318,0.352445040543109,0.741998921918689
529,AC108925.1,AC108925.1,grey,lightcyan,0.090367827,0.06410456,0.026263267,1.312666405,AC108925.1,8.81205148273138,-0.332523895149145,-0.439364639747956,0.17760840686046,-1.87223060567396,0.0611747065738793,0.340394478548093
534,AC111155.1,AC111155.1,green,grey,0.100711667,0.021947006,0.078764661,-2.760998065,AC111155.1,72.5683174957615,0.118125181446226,0.120908969467608,0.0621110788871796,1.90183753949584,0.0571923969303097,0.328505824900185
535,AC111200.2,AC111200.2,grey,magenta,0.118296246,0.035653244,0.082643002,1.244157686,AC111200.2,8.77155769963863,-0.162808636696024,-0.190254255822564,0.145462822845256,-1.11924568430258,0.263035340680138,0.667770754534664
537,AC112497.1,AC112497.1,grey,turquoise,0.106175274,0.074100079,0.032075195,-2.600177608,AC112497.1,7.10308029069736,0.119529807690485,0.181716232120564,0.196471270182821,0.608383137031995,0.542933392959139,0.860311261898959
538,AC113189.5,AC113189.5,grey,turquoise,0.111908849,0.06562054,0.04628831,-1.808233659,AC113189.5,11.490396242865,0.0797636062538676,0.128832650055106,0.201019596256048,0.396795176885487,0.691518507682559,0.91264325901866
540,AC114271.2,AC114271.2,grey,yellow,0.106432362,0.067704984,0.038727378,0.463571244,AC114271.2,28.8897574147373,-0.0995491307359127,-0.122382488912759,0.161237730943691,-0.61740592697052,0.536967013618322,0.856739887461565
542,AC114730.7,AC114730.7,grey,grey,0.072064816,0.025533233,0.046531583,1.063768058,AC114730.7,9.07537247249399,-0.204139575489884,-0.285033431158728,0.186416597655898,-1.09507188767977,0.273485143595575,0.677575224352938
546,AC116366.5,AC116366.5,grey,blue,0.082692406,0.074317035,0.008375371,1.97716514,AC116366.5,10.8141373166291,-0.26823462745381,-0.464664717469301,0.20438257391856,-1.31241437227761,0.18938036016655,0.581925358961749
547,AC116366.6,AC116366.6,grey,magenta,0.150274545,0.051596213,0.098678332,-2.706944773,AC116366.6,116.162752882636,0.346681300433211,0.437585563453845,0.167999583765273,2.06358428195626,0.039057149147869,0.264374178993446
552,AC127391.3,AC127391.3,grey,blue,0.079286357,0.034754474,0.044531883,-0.455802595,AC127391.3,4.95708582854878,0.0381001128586621,0.0471045766711885,0.162536738764022,0.234409236634048,0.814667288589875,0.953102140931837
553,AC127904.2,AC127904.2,grey,brown,0.190560448,0.059845664,0.130714784,1.473150763,AC127904.2,65.4575005399185,-0.209505074628367,-0.2546309001972,0.157962273883886,-1.32629816903223,0.184740953098921,0.574440521377365
555,AC130469.1,AC130469.1,grey,green,0.145586534,0.063757579,0.081828954,0.039661825,AC130469.1,223.591658885532,-0.0270885879412077,-0.0311898367133068,0.139881660693785,-0.193653605532374,0.846447121467958,0.961367292594009
585,ACAA1,ACAA1,grey,turquoise,0.100293095,0.246748361,-0.146455267,-0.438645163,ACAA1,1331.11742332033,0.0177086927641894,0.0182354721199309,0.0693264360469282,0.255439249065134,0.798383859608227,0.948043088809654
592,ACADM,ACADM,grey,blue,0.1064315,0.14354466,-0.03711316,0.200858257,ACADM,490.189419511671,-0.000829005862910232,-0.000890387794478986,0.104910316028205,-0.0079020433289645,0.993695147243998,0.998767993100964
594,ACADSB,ACADSB,grey,turquoise,0.136818295,0.109296609,0.027521686,1.789434786,ACADSB,245.628422595979,-0.169527049922128,-0.198144178296551,0.145461170240633,-1.16544538753321,0.24383875425219,0.648375927362974
602,ACBD4,ACBD4,grey,turquoise,0.113796423,0.055390178,0.058406246,0.157453128,ACBD4,84.5007989927578,-0.0415518882124377,-0.0474928388935067,0.136958407582192,-0.303390561747743,0.761592237571217,0.93605646596816
615,ACOT13,ACOT13,grey,turquoise,0.172976128,0.053983278,0.118992849,-0.744366681,ACOT13,182.751649213294,0.0576222093326173,0.0636091887092623,0.120879954962737,0.476689533433234,0.633583217063904,0.894488085016769
618,ACOT9,ACOT9,green,blue,0.137311953,0.136761964,0.000549989,-4.35053029,ACOT9,1207.54874092277,0.30807676272652,0.315174734438346,0.0614164377208795,5.01619394023865,5.27051278226501e-07,3.019685276762e-05
619,ACOX1,ACOX1,grey,turquoise,0.132535766,0.254265527,-0.121729761,0.191993494,ACOX1,837.685690328951,-0.108615222234648,-0.114353417701406,0.0903633456526878,-1.20198318743212,0.229370042021384,0.634663257817043
635,ACSS2,ACSS2,grey,turquoise,0.098412712,0.202521201,-0.104108489,-0.057508589,ACSS2,949.450832687592,0.00156378371533824,0.00161600671671219,0.0731773209318868,0.0213697863685636,0.982950675044943,0.995316630183006
649,ACTL10,ACTL10,grey,turquoise,0.114120082,0.047633916,0.066486166,-2.371335238,ACTL10,25.0360432777185,0.403747668816047,0.722803768522231,0.205563962271041,1.96409752154756,0.0495187835947971,0.304718231267121
663,ACVR1,ACVR1,grey,blue,0.078518744,0.077959972,0.000558772,-1.308464179,ACVR1,100.890190317705,0.217931243445384,0.272142073294431,0.165366891367495,1.31786503116319,0.187548833559122,0.57916297188957
666,ACVRL1,ACVRL1,grey,blue,0.098889212,0.057105841,0.04178337,-1.793727961,ACVRL1,50.3892107989915,0.342948040468772,0.568524466343192,0.20255261623268,1.69313063858338,0.0904306035263597,0.419012404313072
684,ADAMTSL4,ADAMTSL4,green,blue,0.207768784,0.188010673,0.019758111,-3.603788366,ADAMTSL4,795.209529647812,0.324312324865309,0.342432886532559,0.0926776563399212,3.49935828842934,0.000466379437880528,0.0108795784977611
688,ADAR,ADAR,green,blue,0.292091506,0.287982539,0.004108967,-9.557871107,ADAR,3883.76781487626,0.84125131247563,0.873612005977071,0.0781997401302178,10.757725167306,5.44988721076329e-27,1.80408567905505e-24
689,ADAT1,ADAT1,grey,turquoise,0.140929595,0.092207464,0.048722131,1.536771148,ADAT1,106.820961981306,-0.181215960259057,-0.236442257372899,0.175078009251355,-1.03505837788508,0.300641648944081,0.70267985083321
692,ADCK1,ADCK1,grey,grey,0.08935742,0.050130575,0.039226844,-0.510870006,ADCK1,76.9010775570373,0.0681569800909038,0.105583223253563,0.198019124247788,0.344193927479533,0.730700448800305,0.927270163060141
