Number,gene_id,gene_symbol,posColors,negColors,K1,K2,DiffK,ttest,gene,baseMean,log2FoldChange,lfcMLE,lfcSE,stat,pvalue,padj
4505,FBXL12,FBXL12,grey,blue,0.096952414,0.17315468,-0.076202265,0.39716054,FBXL12,309.482007459977,0.0122000426919904,0.0128767923481433,0.0923590869740838,0.132093582685738,0.894910271709767,0.975671367960093
4510,FBXL20,FBXL20,grey,grey60,0.136110744,0.058887272,0.077223472,-1.123319884,FBXL20,368.422218306532,0.0567929770446887,0.0598041773466732,0.090520747465855,0.627402873204415,0.530395184834375,0.853634170375126
4527,FBXO36,FBXO36,grey,black,0.113156516,0.02865797,0.084498545,-1.020502764,FBXO36,20.8362143672064,0.139298852224413,0.329627779866725,0.204445946345558,0.68134807617544,0.49565126956972,0.835647162384117
4529,FBXO4,FBXO4,grey,grey,0.095476016,0.035048259,0.060427757,0.227307318,FBXO4,109.421076563745,-0.0304791688696686,-0.0410816804934267,0.181130292041613,-0.168272068278156,0.866369246800109,0.966386499880044
4533,FBXO46,FBXO46,grey,grey,0.068659078,0.02836843,0.040290647,-1.64442399,FBXO46,68.7970034706989,0.209797437337596,0.241937028409898,0.140559129290672,1.4925920386412,0.135544008606523,0.504360299264976
4535,FBXO6,FBXO6,green,turquoise,0.397880975,0.163345153,0.234535822,-7.875213759,FBXO6,746.574155634969,0.838866612485451,0.876276767623884,0.0837042832890917,10.0217883664117,1.22270190470702e-23,3.26916002854677e-21
4539,FBXW11,FBXW11,grey,blue,0.12642054,0.220209111,-0.093788571,0.431908419,FBXW11,706.301753055772,-0.0725087009704151,-0.0762642279223188,0.089555947899446,-0.80964696004143,0.418143110160386,0.790785739041227
4544,FBXW8,FBXW8,grey,grey,0.077581087,0.028394233,0.049186854,-0.619302037,FBXW8,55.2091276846614,0.112120150962675,0.157424564797608,0.187460247326225,0.598100944396814,0.549772580158353,0.863523314117753
4550,FCF1,FCF1,green,yellow,0.133114024,0.072805194,0.06030883,-1.491298792,FCF1,295.112702181928,0.141990595421937,0.14960836722293,0.0910195412826851,1.56000121974849,0.118759592945496,0.475697407724876
4552,FCF1P7,FCF1P7,green,grey,0.110144811,0.025042615,0.085102197,-0.839495904,FCF1P7,8.45623782162511,0.0918685184033468,0.108044129575568,0.147779938328861,0.621657577085382,0.534167052425798,0.856038863997645
4564,FCHSD1,FCHSD1,grey,turquoise,0.11974491,0.039304188,0.080440722,-0.982078561,FCHSD1,196.267860252304,0.12634627373194,0.142400543427801,0.130948270416607,0.964856376720167,0.334616753708217,0.728258691774889
4566,FCN1,FCN1,green,blue,0.228943963,0.141430176,0.087513787,-3.538471578,FCN1,87873.645120535,0.208238881191629,0.213988566572513,0.0669360391716227,3.1110128978159,0.00186446795527285,0.0308844155736419
4567,FCN2,FCN2,green,blue,0.209647889,0.194127359,0.01552053,-3.195180454,FCN2,2036.78722541819,0.22653051661638,0.233683891580761,0.0713088295328477,3.17675269809373,0.00148933976300658,0.0260571986220656
4573,FDXACB1,FDXACB1,grey,turquoise,0.07618047,0.045175333,0.031005137,0.759789675,FDXACB1,49.6439631445518,-0.131322035763918,-0.165355766033138,0.167357139664499,-0.784681406644376,0.432640386939342,0.796785468326352
4575,FECH,FECH,grey,brown,0.151300479,0.100225553,0.051074926,-2.82934838,FECH,408.357413969579,0.288570777476064,0.319238160365861,0.122007576757007,2.36518735267391,0.0180209518648101,0.162766111364494
4580,FERMT3,FERMT3,green,turquoise,0.233805382,0.491420578,-0.257615196,-3.502355984,FERMT3,4450.6259897238,0.217208142484454,0.222882060311078,0.0652011184121473,3.3313560836709,0.000864239746427026,0.0175138889072903
4584,FEZ2,FEZ2,grey,turquoise,0.07764951,0.113289999,-0.035640489,0.070000111,FEZ2,134.022998772861,-0.0897024534278961,-0.108791184154936,0.157431828756591,-0.56978600919759,0.568822845911344,0.870545465087205
4586,FGD2,FGD2,green,lightgreen,0.161121554,0.035618971,0.125502584,-3.539449247,FGD2,3208.74057210887,0.288456995854508,0.301484174897073,0.0841744803657797,3.42689369273228,0.000610528034531497,0.0136762214394784
4590,FGD6,FGD6,grey,turquoise,0.079150706,0.136032063,-0.056881358,-1.247646852,FGD6,315.792919055677,0.193037002126864,0.217815319857853,0.131456806527034,1.46844432956132,0.141983567689297,0.514658802147522
4591,FGFR1OP,FGFR1OP,grey,yellow,0.061445637,0.080607621,-0.019161984,2.023636467,FGFR1OP,91.5635771997785,-0.155481460767898,-0.167963057169784,0.108616069994976,-1.43147750397423,0.152293409805112,0.528736857486135
4596,FH,FH,grey,grey,0.105743728,0.03438776,0.071355967,-1.126769162,FH,372.633551964283,0.121508565968051,0.132248350809265,0.113072687038379,1.07460580579295,0.282551251423457,0.687950274822282
4597,FHIT,FHIT,grey,turquoise,0.065732256,0.042474221,0.023258035,-0.392661336,FHIT,49.2587438456865,-0.156996606982841,-0.216564800548446,0.184778414741922,-0.849647980810511,0.39552082755299,0.77376214799322
4598,FHL1,FHL1,grey,grey,0.09005225,0.021432659,0.068619591,1.63148961,FHL1,19.3597820492941,-0.156963856665716,-0.75019925659209,0.169666303816452,-0.925132764343837,0.354896851952112,0.743781916135193
4604,FIG4,FIG4,grey,blue,0.209832177,0.435408396,-0.22557622,0.136189675,FIG4,1278.04554789348,-0.0764006627438379,-0.0812488444549322,0.098046356896445,-0.779230000606051,0.435844240647736,0.797722953434451
4606,FIP1L1,FIP1L1,grey,turquoise,0.164001469,0.215409353,-0.051407884,0.815910632,FIP1L1,251.738512429312,-0.0328984911527834,-0.0348575964101995,0.095337647407301,-0.345073452591447,0.730039150817018,0.926769326168061
4607,FIS1,FIS1,green,grey,0.098520998,0.030959022,0.067561976,1.042196976,FIS1,1014.61693425877,-0.0785777779380615,-0.0802694208289222,0.0594575457886281,-1.32157789050705,0.186308749708663,0.577243194035307
4608,FIZ1,FIZ1,grey,red,0.153006551,0.031970093,0.121036458,-0.102908938,FIZ1,36.810383178156,-0.0241673140881867,-0.0360571023631856,0.194614759598998,-0.124180273572175,0.901172540742423,0.977134465884001
4609,FKBP11,FKBP11,grey,purple,0.083254258,0.028472971,0.054781287,-1.032815201,FKBP11,29.6623103591889,0.133077788564749,0.16863641918683,0.168829082345973,0.788239719813438,0.430556499853431,0.795551240971952
4626,FKTN,FKTN,grey,grey,0.077179732,0.030886159,0.046293572,0.308673946,FKTN,54.4909951722148,-0.0218319778088089,-0.0312741986470184,0.190037714563773,-0.114882342480931,0.908538381078453,0.979607483062307
4627,FLAD1,FLAD1,grey,blue,0.129709488,0.239172814,-0.109463325,-0.846750952,FLAD1,771.673761663706,0.0752260528873594,0.079125267552193,0.0895970382346026,0.839604236586326,0.401130323050653,0.778297152093294
4631,FLJ20021,FLJ20021,grey,turquoise,0.066215813,0.049276945,0.016938869,0.360500557,FLJ20021,27.2703670292129,-0.0682586966912354,-0.0915112778008568,0.180175708977682,-0.378845167745063,0.70480284402565,0.918874382723307
4633,FLJ27354,FLJ27354,grey,turquoise,0.070922638,0.054171279,0.01675136,0.601333424,FLJ27354,24.3043421900869,-0.00498728141010591,-0.00779830979204118,0.198803235154556,-0.0250865203789498,0.979985951979215,0.995223782319523
4635,FLJ37453,FLJ37453,grey,turquoise,0.099954863,0.051614561,0.048340303,4.349677037,FLJ37453,117.088106770687,-0.469347345409755,-0.508173902120177,0.109950577298243,-4.26871196989389,1.96604942519566e-05,0.000759295569675103
4646,FLYWCH2,FLYWCH2,grey,grey,0.111418794,0.025981168,0.085437626,2.188426726,FLYWCH2,93.7255447717571,-0.245594579889316,-0.269042656751957,0.11673900557123,-2.10379194758056,0.0353965995331796,0.251001728413621
4651,FMO5,FMO5,grey,grey60,0.079538465,0.199734935,-0.12019647,2.146196891,FMO5,394.082297027836,-0.224947087978032,-0.246938234647902,0.117862560507794,-1.90855422628593,0.0563196215823967,0.325719830310838
4653,FMR1-IT1,FMR1-IT1,grey,green,0.173356945,0.052762351,0.120594594,0.952768695,FMR1-IT1,24.197612843591,-0.122512314479877,-0.130336843937801,0.0982696589375198,-1.24669522418686,0.21250927063823,0.613578961534029
4658,FNDC3B,FNDC3B,grey,turquoise,0.085367706,0.128896399,-0.043528693,-3.748740825,FNDC3B,799.597523344741,0.330967590778401,0.346025017328357,0.0844537173926886,3.91892270697197,8.89456298925447e-05,0.00278105114154276
4662,FNTAL1,FNTAL1,grey,turquoise,0.126498883,0.084709287,0.041789596,-0.224756095,FNTAL1,26.0201970048586,0.023482031495841,0.0254439277411544,0.110419533343897,0.212661933851027,0.831590659945979,0.956483592805835
4666,FOCAD,FOCAD,grey,turquoise,0.113188344,0.067095133,0.046093211,0.630724408,FOCAD,105.600859277452,-0.10592685630664,-0.148595008262554,0.187239704429243,-0.565728602432555,0.571578288406723,0.871953080647506
4675,FOXJ3,FOXJ3,green,tan,0.062180575,0.038478627,0.023701948,-0.304040156,FOXJ3,343.474071239313,0.0184633143247941,0.019786092006069,0.103365380640574,0.178621838476031,0.858234645639075,0.964825806414905
4678,FOXN3,FOXN3,grey,blue,0.124687633,0.108543579,0.016144055,-2.875399815,FOXN3,911.066907540251,0.25281636213727,0.263166309650639,0.0804571997471208,3.14224659734466,0.00167656766812139,0.028472979412599
4685,FOXP1-AS1,FOXP1-AS1,grey,green,0.095210901,0.05038141,0.044829491,-0.519087745,FOXP1-AS1,20.2538616994981,0.0510687705362466,0.0644128990733858,0.167752077806794,0.304430032724032,0.760800290105713,0.935838666365722
4692,FRA10AC1,FRA10AC1,grey,grey,0.065325824,0.02725643,0.038069394,0.304638951,FRA10AC1,142.958668999559,-0.03658102879575,-0.0413687434702822,0.132424128200576,-0.276241416823546,0.782362648310213,0.942044183842681
4695,FRG1,FRG1,grey,pink,0.117152673,0.042024151,0.075128522,-0.150842691,FRG1,386.186607128142,-0.0194369136410384,-0.0202231639790895,0.0800042903057873,-0.242948391476855,0.80804537736832,0.951433285061897
4696,FRG1BP,FRG1BP,grey,grey,0.103846342,0.021800994,0.082045348,0.946403281,FRG1BP,105.938805885576,-0.127245293803852,-0.135930434798815,0.101207293432202,-1.25727395218897,0.208654452688732,0.60732569585813
4700,FRG1FP,FRG1FP,grey,grey,0.106004867,0.01988108,0.086123788,2.278531646,FRG1FP,39.3944034168214,-0.188707497033471,-0.200473868255516,0.0973169360416164,-1.93910232595869,0.0524888795444495,0.314221361026904
4703,FRG1JP,FRG1JP,grey,blue,0.090448306,0.042863594,0.047584712,1.211513774,FRG1JP,63.4876106908295,-0.1118304866545,-0.12011967971459,0.104930627992253,-1.0657563839488,0.286533782085847,0.691524747719019
4707,FRMD8,FRMD8,green,blue,0.12742512,0.206129436,-0.078704315,0.940542679,FRMD8,755.990647762657,-0.114513022121871,-0.118463539686181,0.0743174493297249,-1.54086319100929,0.123350086048006,0.483273726194093
4709,FRS3,FRS3,grey,turquoise,0.090257164,0.040030544,0.05022662,1.662687245,FRS3,42.4756613136558,-0.254297989493189,-0.367468342550732,0.190981481752423,-1.33153218395721,0.183013962415976,0.572337738705484
4734,FTLP2,FTLP2,grey,red,0.188569548,0.085895099,0.102674449,-3.179454591,FTLP2,1025.74816081849,0.122330886102264,0.12388407122582,0.0460571989500739,2.65606439147268,0.00790585170024036,0.0926793351368818
4752,FUS,FUS,grey,purple,0.131901888,0.016528445,0.115373442,-1.632731715,FUS,558.509052953517,0.0837054418002264,0.0862422917751674,0.0699493855822281,1.19665728445645,0.231440162735132,0.636431231063017
4755,FUT4,FUT4,grey,turquoise,0.075668329,0.069282411,0.006385918,-0.698857455,FUT4,290.621627254815,0.0892381565053555,0.100108379928227,0.128805700220938,0.692812168656257,0.488427434632179,0.831042816012535
4758,FUZ,FUZ,green,turquoise,0.120269145,0.057699281,0.062569863,3.403734296,FUZ,59.0839158450222,-0.498785683203192,-0.650777467348355,0.174951887771906,-2.85098771756888,0.00435836529847551,0.0599958470625127
4761,FXR1,FXR1,grey,grey,0.090329553,0.03411756,0.056211993,2.116654761,FXR1,506.317590686697,-0.201095357763828,-0.211595209461213,0.089887622633047,-2.23718629854935,0.0252741664808969,0.204141263345896
4772,FZR1,FZR1,grey,turquoise,0.100660144,0.224127802,-0.123467659,0.284070861,FZR1,366.893487223021,-0.0229457867686548,-0.0247746650371893,0.108252978051446,-0.211964485242614,0.832134741423128,0.956795811590219
4777,G6PC3,G6PC3,grey,blue,0.124008058,0.0842576,0.039750458,-0.625605098,G6PC3,479.159685077377,0.0374940755490941,0.0389856387137009,0.0794002970421419,0.472215809585624,0.636772756311066,0.895432865114791
4779,GAA,GAA,green,turquoise,0.14281436,0.316380467,-0.173566106,-0.424172839,GAA,3796.91403540043,0.0321889730877101,0.0337263783418992,0.08633673373662,0.372830563476101,0.709274553905379,0.919775811800519
4780,GAB1,GAB1,grey,grey,0.052025612,0.018995814,0.033029798,-1.701335777,GAB1,79.959750339851,0.304932524208553,0.459197266266097,0.195577193307927,1.55914152898417,0.118962886294273,0.476102666218971
4782,GAB3,GAB3,grey,blue,0.160297897,0.304332804,-0.144034907,0.630679585,GAB3,729.117716678858,-0.0870258313561116,-0.0916287609723316,0.0904114986217774,-0.962552691667802,0.335772048398405,0.729093833612929
4786,GABARAPL3,GABARAPL3,grey,lightgreen,0.103291976,0.020230655,0.083061321,-0.40337455,GABARAPL3,6.73277223072408,-0.267879073145369,-0.3413115504724,0.169736645014426,-1.57820412393919,0.114518723155622,0.468751352618877
4790,GABPB1-AS1,GABPB1-AS1,grey,grey,0.109496985,0.030672668,0.078824317,0.340477704,GABPB1-AS1,299.879770153163,-0.0721124271544418,-0.0782228339952019,0.111061579841767,-0.649301290844074,0.516143651567795,0.847239343049693
4794,GADD45G,GADD45G,grey,grey60,0.108298534,0.033000331,0.075298203,-2.099146081,GADD45G,33.5442875125206,0.334602865703354,0.494467338981055,0.193675166357573,1.72764981693932,0.0840510256446535,0.40407656519577
4799,GALK1,GALK1,grey,turquoise,0.150964429,0.080278633,0.070685795,-1.570426192,GALK1,731.663245717107,0.100502277870417,0.104072747346619,0.0753477495154486,1.33384578194748,0.182254403401241,0.5719963254978
4801,GALM,GALM,green,blue,0.12154216,0.072563772,0.048978388,-0.295031782,GALM,110.994325376438,0.081866773582257,0.102972108168809,0.167127307458324,0.489846781039488,0.624242324431704,0.891222714798105
4809,GALNT6,GALNT6,grey,blue,0.122705641,0.104282037,0.018423604,-0.223061712,GALNT6,373.401280330911,0.106962880794147,0.118300147812189,0.121852284402517,0.877807759769315,0.380048052669689,0.764600799556725
4811,GALT,GALT,grey,turquoise,0.104371669,0.116168009,-0.01179634,-0.428391529,GALT,321.425792854358,0.044646166931425,0.046454755095334,0.0800489006317321,0.557736166007092,0.577024557681274,0.873362569587506
4813,GANC,GANC,green,yellow,0.146301563,0.042350673,0.103950891,-0.815213365,GANC,403.701311659348,-0.0460699265468985,-0.0493175221521545,0.102654590838877,-0.448785837734311,0.653586156039742,0.901192679947691
4826,GAPDHP69,GAPDHP69,grey,grey,0.083883176,0.019496489,0.064386687,-1.152316304,GAPDHP69,19.7456390239544,0.121706042887452,0.584247246355725,0.16804267034091,0.72425677740389,0.468908107161552,0.817611864811376
4831,GAPT,GAPT,grey,darkgreen,0.176344122,0.104097978,0.072246144,1.90896306,GAPT,972.190308043664,-0.267589373190052,-0.300089753646164,0.128596508325731,-2.08084478088828,0.0374481157939924,0.258175356986351
4833,GAR1,GAR1,grey,grey,0.075598487,0.054162171,0.021436316,0.994191391,GAR1,28.4515730126859,-0.185695485047082,-0.24491982790693,0.17718235891951,-1.04804725583002,0.294616835248001,0.697866906907482
4839,GAS7,GAS7,grey,turquoise,0.08421478,0.2451018,-0.160887021,1.473041422,GAS7,1590.84795756146,-0.246192261686345,-0.253928934081739,0.0711335466880908,-3.4609867376058,0.000538199325742555,0.0122936987276681
4841,GATAD1,GATAD1,grey,pink,0.159019127,0.040828257,0.11819087,0.261675521,GATAD1,226.835035133762,-0.0445475887713293,-0.049119961527263,0.120287987180289,-0.370341127286144,0.711128333649363,0.920663722262721
4845,GATC,GATC,grey,turquoise,0.089403653,0.071592144,0.017811509,1.825198601,GATC,297.224653595845,-0.21595809614334,-0.233507851678181,0.10912822428427,-1.97893897348487,0.047822877589297,0.298338651547947
4850,GBA,GBA,green,darkgreen,0.223953678,0.227829365,-0.003875687,-1.218520859,GBA,669.503057293906,0.114401214443746,0.121854925927883,0.0991964833598717,1.15327893256774,0.248795914431661,0.652166766650614
4851,GBA2,GBA2,grey,turquoise,0.071066242,0.144862702,-0.07379646,1.353589292,GBA2,585.513219891867,-0.125304678888183,-0.132419324388718,0.0933227143470907,-1.34270289676899,0.179368196353837,0.568568781334515
4852,GBAP1,GBAP1,green,darkgreen,0.31344998,0.131137026,0.182312954,-1.555453665,GBAP1,197.387972020436,0.149771275963906,0.160413004990654,0.103003920919291,1.4540347069046,0.145936684078925,0.519458874631504
4855,GBF1,GBF1,grey,grey,0.128912545,0.026176976,0.102735569,-1.323846052,GBF1,332.937041653985,0.148779266780612,0.167005175517907,0.12908768115286,1.15254426643882,0.249097490482596,0.65246523034596
4860,GBP3,GBP3,green,grey,0.363668917,0.019054094,0.344614823,-5.427229415,GBP3,319.856153743867,0.951763575359234,1.13499997626383,0.152429484603923,6.24395980759446,4.26629664247727e-10,4.19686870183319e-08
4864,GCC1,GCC1,grey,turquoise,0.175388953,0.086462042,0.088926911,-1.333303908,GCC1,207.828985509126,0.184405554266406,0.224872720143217,0.15906415490974,1.1593155879214,0.246327570158194,0.650348464500949
4870,GCHFR,GCHFR,grey,turquoise,0.065716599,0.027841205,0.037875394,0.280298717,GCHFR,26.418218097533,-0.0747723703441989,-0.0821790816050428,0.11852361630787,-0.630864739647961,0.528128968674795,0.852091106429897
4876,GCOM2,GCOM2,grey,brown,0.163978977,0.129692078,0.034286899,-0.852923111,GCOM2,54.3958543519342,0.101279402036477,0.1120484519411,0.122018105399387,0.830035851687516,0.40651851380926,0.783137925605987
4878,GDAP1,GDAP1,grey,royalblue,0.112419069,0.090668986,0.021750082,-0.392508327,GDAP1,108.044923311077,0.113429878390804,0.224592832251657,0.206954696418382,0.548090380908741,0.583629845113418,0.874899397630846
4880,GDE1,GDE1,grey,blue,0.141876892,0.149707383,-0.007830492,2.655891446,GDE1,909.543420407272,-0.219457485840527,-0.227546241408199,0.0766446755293621,-2.86331026029922,0.00419239822740102,0.0582494770369409
4882,GDI2,GDI2,grey,blue,0.08618533,0.12041491,-0.03422958,0.299618702,GDI2,3604.22565801026,-0.0250985358360439,-0.0255309044453014,0.0534062893433772,-0.469954684076105,0.638387393901185,0.89628357632194
4883,GDI2P2,GDI2P2,grey,turquoise,0.062893586,0.211025455,-0.148131869,0.578533523,GDI2P2,57.9426651174744,-0.0442996413461869,-0.0462673875220963,0.0834723240795071,-0.530710529923567,0.595619387999027,0.880011637333688
4890,GEMIN5,GEMIN5,grey,pink,0.073987811,0.145089975,-0.071102164,2.16164463,GEMIN5,81.919898773894,-0.348337814198732,-0.5783248173882,0.202435762847848,-1.7207325884436,0.0852993599560644,0.406052990614865
4898,GFOD1,GFOD1,grey,greenyellow,0.085889634,0.043374048,0.042515586,1.039042953,GFOD1,154.067295879036,-0.126800009532183,-0.144722818192076,0.136321589302938,-0.930153544868119,0.352291590607884,0.74188296953371
4900,GFOD2,GFOD2,grey,yellow,0.079403755,0.038607602,0.040796153,0.843293564,GFOD2,128.308282189079,-0.171688711399741,-0.186773844934413,0.11279052814552,-1.52219086321001,0.127961263827894,0.492276730701113
4901,GFPT1,GFPT1,grey,purple,0.098685324,0.060507641,0.038177683,1.233941303,GFPT1,185.894897875537,-0.175901668830326,-0.214430981883083,0.158868089643422,-1.10721837988445,0.268199522823772,0.672985112659845
4904,GGA2,GGA2,grey,blue,0.175326638,0.251795624,-0.076468985,-0.325867206,GGA2,1075.02039140016,0.0506182071939645,0.0536752731099184,0.0959251295891871,0.527684532830387,0.59771831028075,0.881138466616558
4913,GGT7,GGT7,green,purple,0.175085436,0.017221095,0.15786434,2.096342408,GGT7,46.6574398100796,-0.315875178919061,-0.443141419825393,0.187164549519557,-1.68768700979912,0.0914713267083213,0.42139043925382
4914,GGTA1P,GGTA1P,grey,grey,0.093989689,0.025596369,0.06839332,3.558541513,GGTA1P,377.705652997986,-0.544284960745613,-0.688106746825325,0.168109077928379,-3.23768928753211,0.00120501970823007,0.0224983760207146
4933,GINS3,GINS3,grey,grey,0.09957706,0.024444161,0.075132899,1.004618127,GINS3,16.5754769809878,-0.109325642167538,-0.455366396303394,0.177379051582987,-0.616339083966687,0.537670748626547,0.856991918711785
4941,GKAP1,GKAP1,grey,pink,0.111452213,0.022238158,0.089214056,0.592686461,GKAP1,17.8173801984013,-0.138360956346693,-0.209447194899624,0.195944646510878,-0.706122666836993,0.480111856795474,0.824897033531346
4945,GLCE,GLCE,grey,blue,0.089721338,0.181705142,-0.091983803,0.611210611,GLCE,313.669432582245,-0.0776179806915693,-0.0924748654059262,0.151989777630977,-0.510678954212443,0.609575879882304,0.885779332145029
4946,GLE1,GLE1,grey,blue,0.185027181,0.0997088,0.085318381,-0.945884582,GLE1,582.076241755247,0.10313246892648,0.118271434461036,0.138307933087676,0.745672837588444,0.455865071282227,0.809964685190963
4948,GLI4,GLI4,grey,red,0.085726282,0.037777002,0.04794928,1.953980585,GLI4,64.3207863207286,-0.263902609920982,-0.306158562542568,0.142750071052684,-1.84870387786767,0.0645005834437717,0.350569835103397
4950,GLIPR1L2,GLIPR1L2,grey,grey,0.052930763,0.03608443,0.016846333,-0.616347761,GLIPR1L2,30.41688560109,0.00822346948136551,0.00895830873149858,0.113469448877637,0.0724729833687083,0.942225505066769,0.987581671459039
4953,GLMP,GLMP,grey,blue,0.092871109,0.036377868,0.056493241,-2.161914991,GLMP,541.773833859146,0.293799102771369,0.344261224502142,0.146452326011384,2.00610745334649,0.0448447848234072,0.286268132075959
4954,GLO1,GLO1,grey,turquoise,0.113825878,0.047133065,0.066692813,-0.095024317,GLO1,631.776719988239,-0.00689399863586589,-0.00710549670066518,0.0703409936635874,-0.098008263415173,0.921925731704925,0.982854402174327
4955,GLOD4,GLOD4,grey,cyan,0.10901128,0.045114195,0.063897085,1.257747345,GLOD4,685.852790863463,-0.077948157783784,-0.0814020047054535,0.0834345816534596,-0.934242807227546,0.350178658858162,0.739616764278606
4957,GLRX2,GLRX2,green,grey,0.217726935,0.054592164,0.16313477,-3.556494531,GLRX2,118.637464792087,0.370446514892201,0.402479898029381,0.112064740151979,3.30564738194915,0.000947572550891613,0.0188205957608044
4958,GLRX3,GLRX3,grey,blue,0.106783353,0.035208445,0.071574908,-1.826941354,GLRX3,615.057140380173,0.121451823016067,0.125768842442087,0.0753602842308716,1.61161577687248,0.107045575367714,0.454671176027225
4959,GLRX3P2,GLRX3P2,grey,grey,0.084870813,0.031629257,0.053241556,-1.386028905,GLRX3P2,19.092796152673,0.12795749672698,0.137614199687568,0.105726129626683,1.21027315743795,0.226174094152663,0.632150439456787
4961,GLRXP,GLRXP,grey,grey,0.118794252,0.019139093,0.099655159,-1.972395768,GLRXP,18.5404250336626,0.272207035221685,0.373518139204427,0.184140474700627,1.47825748610801,0.139338872320534,0.510738429492401
4962,GLRXP3,GLRXP3,grey,grey,0.096379705,0.021260222,0.075119482,1.218129764,GLRXP3,31.3027240627252,-0.128304044387574,-0.496581151237585,0.181782752389708,-0.705809779535705,0.480306439552214,0.824902478535899
4982,GMDS,GMDS,green,blue,0.1028477,0.07464882,0.02819888,-0.83081291,GMDS,236.7319147427,0.0864791527404536,0.0941080810135986,0.112973179888267,0.765483921280989,0.443983437242577,0.802900582045658
4989,GMNN,GMNN,grey,grey,0.124597482,0.014870801,0.10972668,-3.081978339,GMNN,56.2855854469671,0.407647022557456,0.546937838498893,0.180432311393041,2.25927950160472,0.0238660041745819,0.196430087631723
4990,GMPPA,GMPPA,green,turquoise,0.104982528,0.179631926,-0.074649399,1.438000128,GMPPA,664.35367261271,-0.115653328195614,-0.119574896599235,0.0737220779163685,-1.56877466648204,0.116700453369171,0.471932266386419
4991,GMPPB,GMPPB,grey,turquoise,0.117187864,0.175082936,-0.057895072,0.620059057,GMPPB,293.887471208323,-0.0842950410836264,-0.0921561756947937,0.115622073016656,-0.729056648824166,0.465967011061418,0.815681087634493
4992,GMPR,GMPR,green,red,0.359713069,0.033757952,0.325955118,-7.849707924,GMPR,245.565625559527,2.06795894151792,3.41470777445254,0.201320675416844,10.2719650489753,9.42647175733808e-25,2.73040372915675e-22
4995,GMPSP1,GMPSP1,grey,blue,0.098331205,0.090681022,0.007650183,2.092949842,GMPSP1,19.8820158250296,-0.214844566397016,-0.233486608052031,0.112120892676224,-1.91618672728044,0.0553413321868711,0.322716809541592
4996,GNA12,GNA12,grey,salmon,0.140056419,0.030193904,0.109862515,0.808775315,GNA12,92.4856593290569,-0.15312054946883,-0.203080002389732,0.17823501198554,-0.859093551615173,0.390288904672467,0.770710643589081
5007,GNB4,GNB4,green,blue,0.244289109,0.064470476,0.179818633,-3.537090906,GNB4,871.439906810461,0.440537944722327,0.463358429483345,0.0895839101983696,4.91760120480145,8.76111650292444e-07,4.77965972657092e-05
5017,GNL2,GNL2,grey,blue,0.108736007,0.061684551,0.047051456,-2.204176462,GNL2,706.097245700366,0.16293636056031,0.169573260756287,0.0802712538792501,2.02982204321128,0.0423746314695743,0.276855557424177
5021,GNMT,GNMT,grey,green,0.078713869,0.030533418,0.04818045,-0.839128125,GNMT,17.7545538273966,0.152927169796206,0.370290695270834,0.203756493714035,0.750538876129434,0.452930218797776,0.80906721310729
5037,GOLGB1,GOLGB1,grey,brown,0.103048406,0.044281845,0.058766562,-0.504469474,GOLGB1,957.817972102118,0.0277758308311135,0.0290441002651456,0.0845803416526655,0.328395822106946,0.742612401476766,0.930664120713777
5039,GOLM1,GOLM1,grey,turquoise,0.157310248,0.290217241,-0.132906993,0.088574285,GOLM1,794.302373786923,-0.00549730288340863,-0.00623096358022423,0.133419242071236,-0.0412032237484415,0.967133883677373,0.993360094985156
5041,GOLPH3L,GOLPH3L,grey,grey,0.173820923,0.01740888,0.156412043,-0.896419556,GOLPH3L,62.3895521234775,0.132359536969893,0.20791198825776,0.199132109683315,0.664682040382077,0.506253883262764,0.842322471236742
5042,GOLT1B,GOLT1B,grey,pink,0.081678589,0.025297571,0.056381019,-0.877927851,GOLT1B,639.697975594387,0.211965759990538,0.230217152087026,0.111840418800124,1.89525184423132,0.0580590446490925,0.331228948732715
5045,GORAB,GORAB,grey,pink,0.079977673,0.106423886,-0.026446213,0.33802871,GORAB,82.1440512002031,-0.0510414245587552,-0.06745748905509,0.177563709838173,-0.28745414592471,0.773764607204987,0.94028466190231
5046,GORASP1,GORASP1,grey,turquoise,0.133724672,0.158702534,-0.024977862,-1.106530588,GORASP1,795.708567295182,0.10568647390427,0.111200416710698,0.0898639486484222,1.17607200099509,0.239566105336518,0.643489367158685
5048,GOSR1,GOSR1,grey,grey,0.092658207,0.029524086,0.063134121,0.746976912,GOSR1,349.43695843627,0.0483057358995763,0.0508037456152673,0.0894933059516913,0.539769264146436,0.589356166095368,0.877791222715669
5051,GOT2,GOT2,grey,blue,0.165058295,0.057272779,0.107785516,1.358902487,GOT2,428.722004016386,-0.180909815428595,-0.206500157259153,0.136359898285715,-1.32670834829705,0.184605178316629,0.574275207904729
5063,GPATCH4,GPATCH4,grey,pink,0.18970615,0.027915383,0.161790767,0.500566003,GPATCH4,85.1282539043395,0.00164792729403476,0.00194944861161331,0.149668940518136,0.0110104827917525,0.991215083274147,0.998213913535846
5082,GPR137,GPR137,grey,turquoise,0.071874679,0.082533633,-0.010658954,0.198311686,GPR137,194.631225374934,-0.0314726928577457,-0.0334874071271749,0.0984488255318967,-0.319685813291381,0.74920651522971,0.932457048176502
